sentence,tokens,labels
"The Department of Homeland Security has moved to end the status for about a dozen countries as part of President Donald Trump's crackdown on immigration, saying TPS was always meant to be temporary and not a ""de facto amnesty program.""","['The', 'Department', 'of', 'Homeland', 'Security', 'has', 'moved', 'to', 'end', 'the', 'status', 'for', 'about', 'a', 'dozen', 'countries', 'as', 'part', 'of', 'President', 'Donald', ""Trump's"", 'crackdown', 'on', 'immigration', ',', 'saying', 'TPS', 'was', 'always', 'meant', 'to', 'be', 'temporary', 'and', 'not', 'a', '""', 'de', 'facto', 'amnesty', 'program', '.', '""']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Department spokesperson Tricia McLaughlin indicated in a social media post that the ruling would be appealed.,"['Department', 'spokesperson', 'Tricia', 'McLaughlin', 'indicated', 'in', 'a', 'social', 'media', 'post', 'that', 'the', 'ruling', 'would', 'be', 'appealed', '.']","['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"""Haiti's TPS was granted following an earthquake that took place over 15 years ago, it was never intended to be a de facto amnesty program, yet that’s how previous administrations have used it for decades.","['""', ""Haiti's"", 'TPS', 'was', 'granted', 'following', 'an', 'earthquake', 'that', 'took', 'place', 'over', '15', 'years', 'ago', ',', 'it', 'was', 'never', 'intended', 'to', 'be', 'a', 'de', 'facto', 'amnesty', 'program', ',', 'yet', 'that', 's', 'how', 'previous', 'administrations', 'have', 'used', 'it', 'for', 'decades', '.']","['O', 'B-GPE', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Temporary means temporary and the final word will not be from an activist judge legislating from the bench,"" McLaughlin said.","['Temporary', 'means', 'temporary', 'and', 'the', 'final', 'word', 'will', 'not', 'be', 'from', 'an', 'activist', 'judge', 'legislating', 'from', 'the', 'bench', ',', '""', 'McLaughlin', 'said', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']"
"Haitians were first given TPS in 2010, after a devastating 7.0 magnitude earthquake struck their country.","['Haitians', 'were', 'first', 'given', 'TPS', 'in', '2010', ',', 'after', 'a', 'devastating', '7', '.', '0', 'magnitude', 'earthquake', 'struck', 'their', 'country', '.']","['B-NORP', 'O', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O']"
"The U.S. has repeatedly extended the status, most recently under the Biden administration in July 2024.","['The', 'U', '.', 'S', '.', 'has', 'repeatedly', 'extended', 'the', 'status', ',', 'most', 'recently', 'under', 'the', 'Biden', 'administration', 'in', 'July', '2024', '.']","['O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'O']"
"The department at that time extended TPS for another 18 months through February 3, 2026, citing ""simultaneous economic, security, political, and health crises"" in Haiti, fueled by gangs and a lack of a functioning government.","['The', 'department', 'at', 'that', 'time', 'extended', 'TPS', 'for', 'another', '18', 'months', 'through', 'February', '3', ',', '2026', ',', 'citing', '""', 'simultaneous', 'economic', ',', 'security', ',', 'political', ',', 'and', 'health', 'crises', '""', 'in', 'Haiti', ',', 'fueled', 'by', 'gangs', 'and', 'a', 'lack', 'of', 'a', 'functioning', 'government', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'B-DATE', 'I-DATE', 'O', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Shortly after Trump took office, his administration tried to curtail those humanitarian protections for Haitians in February 2025, when Noem moved to truncate the Biden-era extension so it would expire in August.","['Shortly', 'after', 'Trump', 'took', 'office', ',', 'his', 'administration', 'tried', 'to', 'curtail', 'those', 'humanitarian', 'protections', 'for', 'Haitians', 'in', 'February', '2025', ',', 'when', 'Noem', 'moved', 'to', 'truncate', 'the', 'Biden', 'era', 'extension', 'so', 'it', 'would', 'expire', 'in', 'August', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O']"
"After a federal judge in New York in July ruled Noem lacked statutory authority to do so, her department in November moved to terminate Haiti's TPS status, saying there were ""no extraordinary and temporary conditions"" in the country that would prevent migrants from returning.","['After', 'a', 'federal', 'judge', 'in', 'New', 'York', 'in', 'July', 'ruled', 'Noem', 'lacked', 'statutory', 'authority', 'to', 'do', 'so', ',', 'her', 'department', 'in', 'November', 'moved', 'to', 'terminate', ""Haiti's"", 'TPS', 'status', ',', 'saying', 'there', 'were', '""', 'no', 'extraordinary', 'and', 'temporary', 'conditions', '""', 'in', 'the', 'country', 'that', 'would', 'prevent', 'migrants', 'from', 'returning', '.']","['O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-DATE', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'B-GPE', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"UNICEF estimated in October that over 6 million people - more than half the population, including 3.3 million children - need humanitarian assistance.","['UNICEF', 'estimated', 'in', 'October', 'that', 'over', '6', 'million', 'people', 'more', 'than', 'half', 'the', 'population', ',', 'including', '3', '.', '3', 'million', 'children', 'need', 'humanitarian', 'assistance', '.']","['B-ORG', 'O', 'O', 'B-DATE', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O']"
"Summary  House Oversight Committee recommended last week that Clintons be held in contempt  Bill and Hillary Clinton have said congressional probe is partisan  US DOJ recently released millions of documents related to Epstein  Feb 2 (Reuters) - Former U.S. President Bill Clinton and Hillary Clinton, the 2016 Democratic presidential nominee, will testify in a congressional investigation into the late sex offender Jeffrey Epstein, a staffer said on Monday.","['Summary', 'House', 'Oversight', 'Committee', 'recommended', 'last', 'week', 'that', 'Clintons', 'be', 'held', 'in', 'contempt', 'Bill', 'and', 'Hillary', 'Clinton', 'have', 'said', 'congressional', 'probe', 'is', 'partisan', 'US', 'DOJ', 'recently', 'released', 'millions', 'of', 'documents', 'related', 'to', 'Epstein', 'Feb', '2', '(', 'Reuters', ')', 'Former', 'U', '.', 'S', '.', 'President', 'Bill', 'Clinton', 'and', 'Hillary', 'Clinton', ',', 'the', '2016', 'Democratic', 'presidential', 'nominee', ',', 'will', 'testify', 'in', 'a', 'congressional', 'investigation', 'into', 'the', 'late', 'sex', 'offender', 'Jeffrey', 'Epstein', ',', 'a', 'staffer', 'said', 'on', 'Monday', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-ORG', 'O', 'O', 'B-QUANTITY', 'O', 'O', 'O', 'O', 'B-PERSON', 'B-DATE', 'I-DATE', 'O', 'B-ORG', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-DATE', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O']"
"The decision could head off a planned vote in the Republican-led House of Representatives to hold the two prominent Democrats in contempt, which could lead to criminal charges.","['The', 'decision', 'could', 'head', 'off', 'a', 'planned', 'vote', 'in', 'the', 'Republican', 'led', 'House', 'of', 'Representatives', 'to', 'hold', 'the', 'two', 'prominent', 'Democrats', 'in', 'contempt', ',', 'which', 'could', 'lead', 'to', 'criminal', 'charges', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The U.S. Justice Department's recent release of millions of internal documents related to Epstein has revealed the late financier and sex offender's ties to many prominent people in politics, finance, academia and business - both before and after he pleaded guilty in 2008 to prostitution charges.","['The', 'U', '.', 'S', '.', 'Justice', ""Department's"", 'recent', 'release', 'of', 'millions', 'of', 'internal', 'documents', 'related', 'to', 'Epstein', 'has', 'revealed', 'the', 'late', 'financier', 'and', 'sex', ""offender's"", 'ties', 'to', 'many', 'prominent', 'people', 'in', 'politics', ',', 'finance', ',', 'academia', 'and', 'business', 'both', 'before', 'and', 'after', 'he', 'pleaded', 'guilty', 'in', '2008', 'to', 'prostitution', 'charges', '.']","['O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O']"
"Asked if the House would hold up its contempt votes against the Clintons, House Speaker Mike Johnson told Reuters: ""They're working on that right now.","['Asked', 'if', 'the', 'House', 'would', 'hold', 'up', 'its', 'contempt', 'votes', 'against', 'the', 'Clintons', ',', 'House', 'Speaker', 'Mike', 'Johnson', 'told', 'Reuters', ':', '""', ""They're"", 'working', 'on', 'that', 'right', 'now', '.']","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-ORG', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Johnson earlier welcomed the news of the former president and the former secretary of state agreeing to testify.,"['Johnson', 'earlier', 'welcomed', 'the', 'news', 'of', 'the', 'former', 'president', 'and', 'the', 'former', 'secretary', 'of', 'state', 'agreeing', 'to', 'testify', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The House Oversight Committee recommended last week that the Clintons be held in contempt for refusing to testify about their relationship with Epstein.,"['The', 'House', 'Oversight', 'Committee', 'recommended', 'last', 'week', 'that', 'the', 'Clintons', 'be', 'held', 'in', 'contempt', 'for', 'refusing', 'to', 'testify', 'about', 'their', 'relationship', 'with', 'Epstein', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
"The Clintons had offered to cooperate with the panel but had refused to appear in person, saying the investigation was a partisan exercise aimed at protecting Republican President Donald Trump.","['The', 'Clintons', 'had', 'offered', 'to', 'cooperate', 'with', 'the', 'panel', 'but', 'had', 'refused', 'to', 'appear', 'in', 'person', ',', 'saying', 'the', 'investigation', 'was', 'a', 'partisan', 'exercise', 'aimed', 'at', 'protecting', 'Republican', 'President', 'Donald', 'Trump', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-PERSON', 'I-PERSON', 'O']"
"They look forward to setting a precedent that applies to everyone,"" the Clintons' deputy chief of staff, Angel Urena, said on social media.","['They', 'look', 'forward', 'to', 'setting', 'a', 'precedent', 'that', 'applies', 'to', 'everyone', ',', '""', 'the', ""Clintons'"", 'deputy', 'chief', 'of', 'staff', ',', 'Angel', 'Urena', ',', 'said', 'on', 'social', 'media', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']"
Bill Clinton flew on Epstein's plane several times in the early 2000s after leaving office.,"['Bill', 'Clinton', 'flew', 'on', ""Epstein's"", 'plane', 'several', 'times', 'in', 'the', 'early', '2000s', 'after', 'leaving', 'office', '.']","['B-PERSON', 'I-PERSON', 'O', 'O', 'B-FAC', 'I-FAC', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O']"
He has expressed regret about the relationship and said he knew nothing about Epstein's criminal activity.,"['He', 'has', 'expressed', 'regret', 'about', 'the', 'relationship', 'and', 'said', 'he', 'knew', 'nothing', 'about', ""Epstein's"", 'criminal', 'activity', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O']"
"Republican U.S. Representative James Comer, who chairs the House Oversight Committee, said on Monday the Clintons have not given a date for their depositions and that he will discuss next steps with panel members.","['Republican', 'U', '.', 'S', '.', 'Representative', 'James', 'Comer', ',', 'who', 'chairs', 'the', 'House', 'Oversight', 'Committee', ',', 'said', 'on', 'Monday', 'the', 'Clintons', 'have', 'not', 'given', 'a', 'date', 'for', 'their', 'depositions', 'and', 'that', 'he', 'will', 'discuss', 'next', 'steps', 'with', 'panel', 'members', '.']","['B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-DATE', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"""The Clintons' counsel has said they agree to terms, but those terms lack clarity yet again and they have provided no dates for their depositions,"" Comer said.","['""', 'The', ""Clintons'"", 'counsel', 'has', 'said', 'they', 'agree', 'to', 'terms', ',', 'but', 'those', 'terms', 'lack', 'clarity', 'yet', 'again', 'and', 'they', 'have', 'provided', 'no', 'dates', 'for', 'their', 'depositions', ',', '""', 'Comer', 'said', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']"
"""I will clarify the terms they are agreeing to and then discuss next steps with my committee members.""","['""', 'I', 'will', 'clarify', 'the', 'terms', 'they', 'are', 'agreeing', 'to', 'and', 'then', 'discuss', 'next', 'steps', 'with', 'my', 'committee', 'members', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
His past breaking news coverage has spanned across a range of topics like the Black Lives Matter movement; the US elections; the 2021 Capitol riots and their follow up probes; the Brexit deal; US-China trade tensions; the NATO withdrawal from Afghanistan; the COVID-19 pandemic; and a 2019 Supreme Court verdict on a religious dispute site in his native India.,"['His', 'past', 'breaking', 'news', 'coverage', 'has', 'spanned', 'across', 'a', 'range', 'of', 'topics', 'like', 'the', 'Black', 'Lives', 'Matter', 'movement', ';', 'the', 'US', 'elections', ';', 'the', '2021', 'Capitol', 'riots', 'and', 'their', 'follow', 'up', 'probes', ';', 'the', 'Brexit', 'deal', ';', 'US', 'China', 'trade', 'tensions', ';', 'the', 'NATO', 'withdrawal', 'from', 'Afghanistan', ';', 'the', 'COVID', '19', 'pandemic', ';', 'and', 'a', '2019', 'Supreme', 'Court', 'verdict', 'on', 'a', 'religious', 'dispute', 'site', 'in', 'his', 'native', 'India', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'B-DATE', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-GPE', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'B-DATE', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O']"
